,Wavenumber (cm-1),Best fit (AU),pseudo-voigt component 0 (AU),pseudo-voigt component 1 (AU),pseudo-voigt component 2 (AU),pseudo-voigt component 3 (AU)
224,2931.316,0.19778756112003626,3.4902801097109315e-13,0.01975613293513879,0.0403578654203192,1.741633114115386e-05
225,2933.244,0.19708513764236268,3.6569009555526563e-13,0.02178604951572875,0.03747272299259122,1.308517016888575e-05
226,2935.173,0.1966884835069163,3.8357151720668037e-13,0.02411433322226938,0.03459370230616341,9.773476941282483e-06
227,2937.1009999999997,0.1966809813383457,4.0277246947288025e-13,0.02679074210605501,0.031754812827310665,7.259341404047033e-06
228,2939.03,0.19715137715113148,4.23446443969817e-13,0.029879038904883085,0.02898105670851763,5.36030851822031e-06
229,2940.958,0.19819346434046828,4.457224586923485e-13,0.03344597080636802,0.026299783816110808,3.936074800671969e-06
230,2942.886,0.19990592973580681,4.697808092028825e-13,0.03757093437715637,0.023730315355625402,2.8737584294262594e-06
231,2944.815,0.2023896465923923,4.958281851220965e-13,0.04233905476320971,0.021288404658161866,2.085824380540441e-06
232,2946.744,0.20573648679927695,5.240719068264844e-13,0.047827779499237416,0.018988624789303202,1.5052755214259481e-06
233,2948.672,0.21001481638458544,5.54745467041806e-13,0.054095022135841164,0.01684156213699324,1.0802901362087727e-06
234,2950.6009999999997,0.2152526165492266,5.881666248819675e-13,0.06116485811853862,0.014850997893092625,7.707286760465314e-07
235,2952.5290000000005,0.22138099769071073,6.246286690454083e-13,0.06896375643103124,0.013021767711345613,5.468287712763146e-07
236,2954.458,0.22820157057096238,6.645473582703867e-13,0.07729522207302343,0.01135183517771204,3.856872758023265e-07
237,2956.386,0.23530254208439036,7.083178231830094e-13,0.08574860064679396,0.009840243214913117,2.705269759602341e-07
238,2958.3140000000003,0.242046518117687,7.564660378940599e-13,0.09369218756702109,0.008481232283872217,1.8866841592763774e-07
239,2960.243,0.2475924986506478,8.096104949545707e-13,0.10029212780179995,0.0072675836366807075,1.3080311120844027e-07
240,2962.172,0.25103693659289733,8.684178774532439e-13,0.10465224707016915,0.006192013691463659,9.016702143139932e-08
241,2964.1,0.2516769663975459,9.33663353016355e-13,0.10607835922067738,0.005245930842311748,6.18121493821673e-08
242,2966.0290000000005,0.24925745223400605,1.006370469920823e-12,0.10432587435216029,0.004418626561057743,4.2123683671836374e-08
243,2967.9570000000003,0.24407150379780557,1.0875953893116385e-12,0.09969730520842596,0.00370086633887309,2.8548144937838825e-08
244,2969.885,0.2368351236357175,1.1787197370232377e-12,0.09291922142293127,0.0030820016787074965,1.9237241738619092e-08
245,2971.8140000000003,0.22842906628711132,1.2814090336508482e-12,0.08488261049008622,0.002551717291336822,1.2886358754068843e-08
246,2973.742,0.2196733062095649,1.3974900509214414e-12,0.0764168141257796,0.0021008133844710275,8.584609747418072e-09
247,2975.671,0.21116170482190352,1.529417237025377e-12,0.06812528611057846,0.001719531078777295,5.685004637604096e-09
248,2977.6,0.20326959351353824,1.6799635700804072e-12,0.060391907029058105,0.0013994048431199787,3.743276183676433e-09
249,2979.528,0.19617981739183366,1.8524758536746055e-12,0.05340754681068934,0.0011324937648725236,2.4512054678059817e-09
250,2981.4570000000003,0.18993286660957642,2.0513341521372003e-12,0.047220171413961884,0.0009111545136387848,1.595598516937505e-09
251,2983.385,0.18450486293846063,2.2814703272989605e-12,0.041812486897381165,0.0007289704543280022,1.032944329249837e-09
252,2985.313,0.17982228300292002,2.5492720609025633e-12,0.03711694346155575,0.0005798840869079832,6.648804813489866e-10
253,2987.242,0.17579777538050714,2.862612422372797e-12,0.03305140255101284,0.00045859820453815676,4.254244670166306e-10
254,2989.17,0.17234862572830223,3.2305411730278196e-12,0.029537778159979204,0.0003606525965199574,2.707164392887514e-10
255,2991.099,0.16939000964202497,3.6647375473151e-12,0.02649515435795031,0.000281970120949661,1.7124443494536907e-10
256,2993.028,0.16685133284077866,4.178361159386531e-12,0.02385637802521309,0.0002191936188997945,1.0770334466635904e-10
257,2994.9559999999997,0.1646706652967717,4.786223886666062e-12,0.02156248418403211,0.0001694424209864259,6.736886000111399e-11
258,2996.885,0.16279196187012626,5.50498973339636e-12,0.0195597573101288,0.00013021764375622207,4.188853915916124e-11
259,2998.813,0.16117169455101565,6.348490925838489e-12,0.017806842507259023,9.951522338772904e-05,2.5903077637434102e-11
260,3000.741,0.1597705622268587,7.325413320402856e-12,0.016266071487126516,7.561754630039478e-05,1.5926545827868522e-11
261,3002.67,0.15855587075869734,8.429939657547271e-12,0.01490606730771889,5.71222378612211e-05,9.734078842611706e-12
262,3004.598,0.15750193808483853,9.626728044389137e-12,0.013702436316547613,4.291051437589523e-05,5.916891497423694e-12
263,3006.527,0.1565850452355896,1.0839680348651742e-11,0.012632226015949249,3.204566005332193e-05,3.575154426945711e-12
264,3008.4559999999997,0.15578675294749098,1.1938616560405584e-11,0.01167781458206685,2.3794989146032148e-05,2.147890031380216e-12
265,3010.384,0.15509137270519363,1.2754473078152968e-11,0.010824186747562978,1.7570395855988335e-05,1.2834101576946984e-12
266,3012.313,0.15448465494015412,1.3127791399667214e-11,0.010057396045399618,1.2897950451706785e-05,7.623054796575634e-13
267,3014.241,0.153955777443173,1.2974319135144717e-11,0.009367153040246575,9.415473987488304e-06,4.503471512017034e-13
268,3016.1690000000003,0.1534946771715472,1.2329683923268739e-11,0.008743598052999393,6.8340325131383084e-06,2.645582089916435e-13
269,3018.098,0.1530928669805857,1.1329128765017482e-11,0.00817838042051352,4.931183302940214e-06,1.5451068134485436e-13
270,3020.026,0.15274366575956452,1.0146432413747605e-11,0.007665158701110982,3.538436838838398e-06,8.977444245954354e-14
271,3021.955,0.15244061394126118,8.929999472612867e-12,0.007197433203683913,2.5241108411357e-06,5.1873845458634964e-14
272,3023.884,0.15217865089490593,7.77971533815099e-12,0.0067703267727919625,1.7902603181496151e-06,2.9827914990750846e-14
273,3025.812,0.15195334255122636,6.746827611511565e-12,0.006379565406683189,1.2627402237931402e-06,1.7083381871678377e-14
274,3027.74,0.1517606092896548,5.847093848498775e-12,0.006021039302314933,8.85574726176099e-07,9.753306553977693e-15
275,3029.6690000000003,0.151596949867079,5.076768145412902e-12,0.005691202026883691,6.174018478072833e-07,5.559785109358941e-15
276,3031.597,0.15145954360393893,4.423943424964838e-12,0.005387435418235559,4.28059926437312e-07,3.176694473771206e-15
277,3033.526,0.1513456268880333,3.8721238924459e-12,0.005106825394051474,2.950326994135402e-07,1.8284118512190245e-15
278,3035.454,0.15125301653318887,3.4061932424321374e-12,0.004847377614091535,2.0222379202184404e-07,1.070381756623572e-15
279,3037.383,0.1511795871034165,3.01151026236125e-12,0.0046068051029830815,1.377909517319776e-07,6.457829702340067e-16
280,3039.312,0.15112359770087547,2.67617299290141e-12,0.004383461660685911,9.335120750279349e-08,4.09056527703149e-16
281,3041.24,0.15108347523344928,2.390144993584884e-12,0.004175866914659686,6.289549918487052e-08,2.77460834329334e-16
282,3043.1679999999997,0.15105777562677358,2.1448631207786986e-12,0.003982494131943418,4.213398811103628e-08,2.0425885840089254e-16
283,3045.097,0.1510452388556893,1.9333691416995012e-12,0.0038019989499780775,2.8058649503553554e-08,1.6334513370227638e-16
284,3047.025,0.1510447551096151,1.75028203110248e-12,0.0036334475815127092,1.8582546231622227e-08,1.4023025048944983e-16
285,3048.954,0.15105531810751033,1.590835733788036e-12,0.0034756606445250442,1.2233826024378169e-08,1.2684216458591262e-16
286,3050.882,0.15107601515501246,1.4514542610468281e-12,0.0033279007810730183,8.009884026389966e-09,1.1877005414322697e-16
287,3052.8109999999997,0.15110605637144456,1.3289205521524515e-12,0.0031892038362643506,5.213221858452034e-09,1.1358371292070922e-16
288,3054.74,0.1511447022190858,1.220779610065013e-12,0.003058917848995659,3.3736265566711833e-09,1.0997076293427404e-16
289,3056.6679999999997,0.15119126631415333,1.1249834840278259e-12,0.0029364442611099235,2.171193653129383e-09,1.072199568682156e-16
290,3058.5959999999995,0.15124517017257905,1.039734511691101e-12,0.002821117059268541,1.3893560552785313e-09,1.0494633217508468e-16
291,3060.525,0.15130590648740355,9.63544247626612e-13,0.0027123409343887813,8.837705869327901e-10,1.0294383886851787e-16
292,3062.453,0.15137292137977174,8.952741244874802e-13,0.0026097376345068733,5.590881528284861e-10,1.0110501825752388e-16
293,3064.382,0.1514458375876848,8.33826761332531e-13,0.0025127537875207517,3.515844173642834e-10,9.936949773995396e-17
294,3066.31,0.15152417277408856,7.783976576975427e-13,0.0024210830303609157,2.1988548842362045e-10,9.77078192397696e-17
295,3068.239,0.15160763680331818,7.281907925868149e-13,0.002334258678289136,1.367004599253874e-10,9.610135333926388e-17
296,3070.167,0.15169580395198254,6.82628218026601e-13,0.002252031360018368,8.452094048483234e-11,9.454243107213844e-17
297,3072.0959999999995,0.15178845500973395,6.411222850330755e-13,0.00217400489677984,5.1947391973748027e-11,9.302406155308962e-17
298,3074.0240000000003,0.1518852093420419,6.032513191770741e-13,0.002099975398768853,3.1753285679464356e-11,9.154452571410638e-17
299,3075.953,0.15198590591666544,5.685743258416661e-13,0.0020296044541905176,1.929387081997488e-11,9.01000846430079e-17
300,3077.881,0.15209020021972025,5.367792152412782e-13,0.00196272469339357,1.1659597485967463e-11,8.869061192241214e-17
301,3079.81,0.1521979792848459,5.075299763966897e-13,0.001899045362362877,7.004223825909445e-12,8.731333421751915e-17
302,3081.738,0.15230892768843943,4.805925720864714e-13,0.0018384285847089148,4.184925701592559e-12,8.596854636257478e-17
303,3083.667,0.15242297244630182,4.557073576963341e-13,0.001780623181219574,2.485712485759304e-12,8.465382635532159e-17
304,3085.595,0.15253982167590588,4.3269670756105247e-13,0.0017255152215479757,1.468626816443829e-12,8.336958150730842e-17
305,3087.5240000000003,0.15265943586631958,4.113573658463185e-13,0.0016728865921476748,8.627387506463797e-13,8.211357463668274e-17
306,3089.452,0.15278154226780044,3.915530355507642e-13,0.0016226429017810137,5.042832498086338e-13,8.088624484529334e-17
307,3091.381,0.15290612956607888,3.7312268427604293e-13,0.0015745938253065891,2.932204477608634e-13,7.968549071635393e-17
308,3093.309,0.15303294062112638,3.559606775022459e-13,0.001528660988624272,1.6979418090239264e-13,7.85117614754637e-17
309,3095.238,0.15316198801016628,3.3993801337643166e-13,0.0014846775490026927,9.795582937710253e-14,7.736307292380633e-17
310,3097.1659999999997,0.15329302737132394,3.2497207330748074e-13,0.0014425783189161794,5.642650111345169e-14,7.623987780137943e-17
311,3099.095,0.15342609163932164,3.109584495494077e-13,0.0014022164031551258,3.252866758348761e-14,7.51402987146849e-17
312,3101.0229999999997,0.15356094694253125,2.9783198714862115e-13,0.0013635375138188028,1.8867120619195176e-14,7.406478919369778e-17
313,3102.952,0.15369764365544544,2.855073764023961e-13,0.00132641178456945,1.109034340910225e-14,7.30115707152342e-17
314,3104.88,0.15383595653876744,2.7393284599099904e-13,0.001290793970160438,6.689830485194135e-15,7.19810959721615e-17
315,3106.809,0.15397595098460984,2.630380727761211e-13,0.0012565688100418457,4.207650377463394e-15,7.097167842266492e-17
316,3108.737,0.1541174088701294,2.527816373964134e-13,0.0012236985866842208,2.8132467586034357e-15,6.998376869854245e-17
317,3110.6659999999997,0.15426040858381976,2.431050925168406e-13,0.001192080623147646,2.0297936866173206e-15,6.90157660105125e-17
318,3112.594,0.1544047378769596,2.3397509451843223e-13,0.00116168348822865,1.5888578925337985e-15,6.806811792609456e-17
319,3114.5229999999997,0.15455048643936303,2.2534269314589395e-13,0.0011324153925945744,1.3381862963667325e-15,6.713930370986427e-17
320,3116.4509999999996,0.15469744687398929,2.1718089488024653e-13,0.0011042501698688622,1.1930880239123988e-15,6.622976702410602e-17
321,3118.38,0.15484571874373132,2.0944840941633813e-13,0.0010771054891390518,1.1060861224230996e-15,6.53380619531171e-17
322,3120.308,0.15499509865840705,2.0212327320958407e-13,0.0010509596049782528,1.0510963269053629e-15,6.446462754755799e-17
323,3122.237,0.15514569484513932,1.9517042376194242e-13,0.0010257384350976144,1.013648761005963e-15,6.360808789481216e-17
324,3124.165,0.15529730721992144,1.8857190903184875e-13,0.00100142395528255,9.859013362787637e-16,6.276887684324175e-17
325,3126.094,0.15545005164654666,1.8229776807236443e-13,0.0009779493033592094,9.635327670565631e-16,6.194568404471534e-17
326,3128.022,0.1556037307639812,1.7633326836632823e-13,0.0009552995940709133,9.44242582809624e-16,6.113893765507471e-17
327,3129.9509999999996,0.15575846719564393,1.7065265749040966e-13,0.0009334143073622796,9.267558595887369e-16,6.034738879535393e-17
328,3131.8790000000004,0.15591406581642459,1.6524380202649696e-13,0.0009122812108354906,9.104152777624954e-16,5.957145952603688e-17
329,3133.808,0.15607065525785163,1.6008444446584222e-13,0.0008918453740838575,8.948393633749575e-16,5.880995865425815e-17
330,3135.736,0.15622804222269843,1.5516456107777981e-13,0.0008720968104813855,8.798464556448974e-16,5.806330181834276e-17
331,3137.665,0.15638636070423287,1.504648148463769e-13,0.0008529855319432351,8.65311719575054e-16,5.733035201288762e-17
332,3139.593,0.15654541889023996,1.4597690314861083e-13,0.0008345034556983973,8.511879954018318e-16,5.661151819338785e-17
333,3141.522,0.1567053555777938,1.4168394387670564e-13,0.0008166049770923771,8.374232255427519e-16,5.59057143026907e-17
334,3143.45,0.1568659801507638,1.3757904510653832e-13,0.0007992836292387753,8.240074566890163e-16,5.5213342410263544e-17
335,3145.3790000000004,0.15702743572677805,1.336473997995073e-13,0.0007824977067008091,8.109095446805329e-16,5.45333644049068e-17
336,3147.3070000000002,0.1571895326416694,1.2988327734296603e-13,0.0007662421153148706,7.981296486981915e-16,5.386617531676696e-17
337,3149.236,0.15735241791367333,1.2627363396346346e-13,0.000750478627952805,7.856432025322859e-16,5.3210782194927656e-17
338,3151.164,0.1575159026238029,1.2281369891659898e-13,0.0007352033173515925,7.734530995700739e-16,5.256757292019855e-17
339,3153.093,0.15768013732481478,1.19491934237065e-13,0.0007203810676406394,7.615374303288444e-16,5.1935597114590896e-17
340,3155.0209999999997,0.15784493366732832,1.1630436550674262e-13,0.0007060089438475627,7.498998480542786e-16,5.131523543704036e-17
341,3156.95,0.15801044541852144,1.1324074680262434e-13,0.0006920546202918176,7.385200031819087e-16,5.070557767689122e-17
342,3158.8779999999997,0.1581764846492111,1.1029776662713428e-13,0.0006785160058490014,7.274017814261967e-16,5.0106997231063266e-17
343,3160.8070000000002,0.15834320806029195,1.0746629267216608e-13,0.0006653632833548701,7.16526048180191e-16,4.9518621817424004e-17
344,3162.735,0.15851042801536758,1.047435670488225e-13,0.0006525950790898061,7.058967739038154e-16,4.8940817558677336e-17
345,3164.664,0.15867830390220541,1.021214213844935e-13,0.0006401838365906276,6.954958933504155e-16,4.837274801561485e-17
346,3166.592,0.15884664826832756,9.959756145045916e-14,0.0006281287916442543,6.853274126586406e-16,4.781477204856409e-17
347,3168.5209999999997,0.15901562297072522,9.716465664569018e-14,0.0006164044298658971,6.753742456320003e-16,4.726608711653779e-17
348,3170.449,0.15918504064764077,9.48208020915834e-14,0.000605010504323449,6.656404113148069e-16,4.672704484994542e-17
349,3172.3779999999997,0.1593550654328886,9.255939813112969e-14,0.0005939233493337541,6.561097305109768e-16,4.619687479102805e-17
350,3174.3059999999996,0.15952550997550843,9.037886761497738e-14,0.0005831431562974337,6.46786220345818e-16,4.567592139035504e-17
351,3176.235,0.159696540515636,8.8273250982127e-14,0.0005726479367527972,6.376545452143728e-16,4.516344457793958e-17
352,3178.163,0.15986796964445713,8.62412475334895e-14,0.0005624382527588653,6.287187087625754e-16,4.465978168957835e-17
353,3180.092,0.16003996555697408,8.427746022470253e-14,0.0005524936406404536,6.199641614691494e-16,4.416422145787697e-17
354,3182.02,0.16021234072745935,8.238082199226713e-14,0.0005428149750343293,6.113948839095948e-16,4.367709418160984e-17
355,3183.949,0.16038526517093968,8.054643179704336e-14,0.0005333831812269889,6.02997060020732e-16,4.319771591262766e-17
356,3185.877,0.16055855119389278,7.877342035184285e-14,0.0005241993965331381,5.947746392280211e-16,4.272641000109828e-17
357,3187.8059999999996,0.16073237051105457,7.705732538395972e-14,0.0005152458139006061,5.867144906112234e-16,4.226251842889793e-17
358,3189.7340000000004,0.16090653521721449,7.53974452604451e-14,0.0005065237904119174,5.788205256361098e-16,4.1806357694897594e-17
359,3191.663,0.1610812186192371,7.378970703726209e-14,0.0004980166781088473,5.710802540893423e-16,4.135729440886988e-17
360,3193.591,0.16125623256231061,7.223355136314926e-14,0.0004897260169147282,5.634975437631062e-16,4.0915638323044354e-17
361,3195.52,0.16143175184904066,7.072525177424534e-14,0.00048163622058765743,5.560605042265912e-16,4.048077945361268e-17
362,3197.448,0.1616075880422293,6.92643697738168e-14,0.0004737489800951855,5.487729548365021e-16,4.005302091680754e-17
363,3199.377,0.16178391735369382,6.784748811684231e-14,0.00046604968339112517,5.416235672072656e-16,3.963177498852506e-17
364,3201.305,0.1619605510354702,6.64742710220969e-14,0.0004585401450971659,5.346161083266451e-16,3.921733826444783e-17
365,3203.2340000000004,0.16213766663076376,6.51415779569759e-14,0.0004512066485450978,5.277397770141615e-16,3.880914420282282e-17
366,3205.1620000000003,0.16231507505625198,6.384916046566378e-14,0.00044405110841132353,5.209982846762047e-16,3.840748299799769e-17
367,3207.091,0.16249295511640763,6.259412628253105e-14,0.00043706063228884966,5.143813251345693e-16,3.801180827762516e-17
368,3209.0190000000002,0.16267111737122134,6.137630119200074e-14,0.0004302372145749219,5.078925516291109e-16,3.7622403956795973e-17
369,3210.948,0.16284974182314405,6.019301623011091e-14,0.00042356872283609153,5.015221231850341e-16,3.7238742879483986e-17
370,3212.8759999999997,0.1630286386569654,5.904416027445704e-14,0.00041705721367363394,4.95273632835913e-16,3.686110280567885e-17
371,3214.805,0.16320798901589642,5.792726568956847e-14,0.0004106912564085076,4.891376772055315e-16,3.6488974898270207e-17
372,3216.7329999999997,0.16338760269344244,5.684227493316718e-14,0.0004044729547623622,4.831177875552217e-16,3.612263088769386e-17
373,3218.6620000000003,0.16356766192176211,5.5786902305774683e-14,0.0003983915269950554,4.772049725074905e-16,3.576157941018562e-17
374,3220.59,0.16374797608909536,5.47611357133532e-14,0.00039244911096898195,4.714027003966039e-16,3.5406086292971516e-17
375,3222.5190000000002,0.1639287284695592,5.376285423247195e-14,0.0003866355258883662,4.657023680783397e-16,3.505567684835793e-17
376,3224.447,0.16410972803396584,5.279208425570413e-14,0.00038095293259806485,4.601073801613695e-16,3.4710611126987183e-17
377,3226.3759999999997,0.16429115905571307,5.184685441276718e-14,0.00037539170756147906,4.546094996496368e-16,3.43704303649913e-17
378,3228.304,0.1644728300775992,5.0927223615056734e-14,0.0003699540250258095,4.492120669359639e-16,3.4035388962892763e-17
379,3230.2329999999997,0.1646549263334866,5.0031356507930906e-14,0.0003646307788875611,4.4390719062836845e-16,3.3705043370424453e-17
380,3232.1609999999996,0.16483725592893936,4.915933939967945e-14,0.0003594241485847818,4.3869814667976195e-16,3.3379642463907804e-17
381,3234.09,0.16502000502293313,4.8309460884216853e-14,0.00035432550908312603,4.3357737017297123e-16,3.305875723569223e-17
382,3236.018,0.16520298127576294,4.74818302662011e-14,0.0003493370379877865,4.2854807262624854e-16,3.27426311629432e-17
383,3237.947,0.16538637173927967,4.667484930726838e-14,0.00034445055808101147,4.236029977684088e-16,3.243084914631599e-17
384,3239.875,0.1655699836215042,4.5888646524378555e-14,0.00033966823914294763,4.1874529288526454e-16,3.212364938770997e-17
385,3241.804,0.1657540048377277,4.5121727194049956e-14,0.0003349823213207861,4.139679937193659e-16,3.1820630096073394e-17
386,3243.732,0.1659382421375856,4.4374235789242126e-14,0.0003303949614737497,4.092741836949596e-16,3.152202432053768e-17
387,3245.6609999999996,0.1661228842729024,4.364477244015526e-14,0.0003258987891878735,4.0465717503824143e-16,3.1227443010430584e-17
388,3247.5890000000004,0.1663077375295936,4.29334947720594e-14,0.00032149594408470585,4.001199878265598e-16,3.0937114183019986e-17
389,3249.518,0.16649299147139332,4.223908998147293e-14,0.0003171794195439436,3.9565619625593485e-16,3.065066099016314e-17
390,3251.446,0.16667845191583744,4.1561726431092454e-14,0.0003129513343102067,3.912687576935075e-16,3.036830653640786e-17
391,3253.375,0.16686430921601222,4.09001713681816e-14,0.00030880502197482793,3.869514947292898e-16,3.008968566646552e-17
392,3255.303,0.1670503687170011,4.0254601812484674e-14,0.00030474257735544973,3.827073027598341e-16,2.981501668940643e-17
393,3257.232,0.16723682154055539,3.962385872962074e-14,0.00030075765254206814,3.7853024005995147e-16,2.9543945659545815e-17
394,3259.16,0.167423472555744,3.900812600420594e-14,0.000296852315887738,3.7442314088141604e-16,2.9276686205703547e-17
395,3261.0890000000004,0.16761051363399454,3.8406312593866914e-14,0.00029302051796380635,3.7038028727609516e-16,2.901289513334628e-17
396,3263.0170000000003,0.1677977491652422,3.781860770456269e-14,0.0002892642985667777,3.6640445324834923e-16,2.8752781504164097e-17
397,3264.946,0.16798537175314493,3.7243983098314375e-14,0.00028557788827261743,3.624901334612475e-16,2.849601243960989e-17
398,3266.8740000000003,0.1681731853057705,3.6682631973677744e-14,0.00028196329661675046,3.586400426278163e-16,2.824279254518488e-17
399,3268.802,0.168361285506497,3.613386561894839e-14,0.00027841683917121247,3.548508273309082e-16,2.799292758279801e-17
400,3270.7309999999998,0.16854976868852944,3.5597035793407153e-14,0.0002749350276428622,3.511192946346494e-16,2.7746231597210753e-17
401,3272.66,0.1687385359637358,3.5072070461774336e-14,0.00027151806886819435,3.474461829877055e-16,2.7502777335832375e-17
402,3274.5879999999997,0.16892748790600748,3.455888610998245e-14,0.00026816608598286424,3.4383214178187025e-16,2.7262632077879878e-17
403,3276.5170000000003,0.169116819224448,3.405661633452895e-14,0.00026487405212178634,3.40272243147018e-16,2.7025491494149307e-17
404,3278.445,0.1693063323682452,3.3565460075516354e-14,0.00026164387896118936,3.3676903008598936e-16,2.6791547464689894e-17
405,3280.3740000000003,0.16949622272180453,3.308459729662068e-14,0.000258470758564851,3.3331774907137535e-16,2.6560504441815726e-17
406,3282.302,0.169686292244438,3.26142272404759e-14,0.0002553565684813014,3.2992088802211857e-16,2.6332550270466272e-17
407,3284.23,0.16987663818561738,3.215380926468248e-14,0.0002522982790838703,3.2657558148592856e-16,2.610751381821384e-17
408,3286.159,0.170067358409373,3.170283348020588e-14,0.0002492930174518095,3.2327909764222463e-16,2.588523107927086e-17
409,3288.0879999999997,0.17025835322090088,3.126127194207965e-14,0.0002463410925398028,3.2003217332183243e-16,2.566577098638685e-17
410,3290.0159999999996,0.17044952239424777,3.0829086465325925e-14,0.00024344274059486765,3.168354676863468e-16,2.544919763871667e-17
411,3291.945,0.170641063273905,3.0405577721011384e-14,0.0002405937383812621,3.136847029747984e-16,2.5235239869156355e-17
412,3293.873,0.17083277634146693,2.9990942508948956e-14,0.00023779585923221346,3.1058220853145936e-16,2.5024074004953122e-17
413,3295.802,0.17102485957558516,2.958451643847638e-14,0.00023504505351370643,3.075238509092938e-16,2.481543640212493e-17
414,3297.73,0.17121711296305303,2.9186494643722533e-14,0.0002323430596857539,3.045119088361496e-16,2.46094997368638e-17
415,3299.658,0.17140963518274757,2.8796445656285286e-14,0.00022968735787738431,3.0154391486738307e-16,2.440611244689652e-17
416,3301.587,0.17160252550234625,2.8413961799098687e-14,0.0002270755549664053,2.9861751375141074e-16,2.4205129136268872e-17
417,3303.5159999999996,0.1717956833676531,2.803904269376076e-14,0.00022450801764009384,2.9573342609393723e-16,2.4006614895842107e-17
418,3305.4440000000004,0.17198900769869843,2.7671678964396973e-14,0.00022198504945768145,2.9289230457892813e-16,2.3810630531160527e-17
419,3307.373,0.1721826983287288,2.7311298002445212e-14,0.0002195030673814112,2.900904112829662e-16,2.361693334704062e-17
420,3309.301,0.17237655375489744,2.6958088236430294e-14,0.00021706370632962286,2.873298797682004e-16,2.3425685599211554e-17
421,3311.2290000000003,0.17257067366153286,2.6611681800844703e-14,0.00021466475661495275,2.846084940788639e-16,2.3236748479054715e-17
422,3313.158,0.1727651583070841,2.6271730662001576e-14,0.00021230411744461674,2.8192413715290593e-16,2.304998872899436e-17
423,3315.086,0.17295980544145437,2.5938419211912574e-14,0.0002099833730431203,2.7927887367786107e-16,2.286556368088948e-17
424,3317.015,0.1731548163969447,2.5611238795679505e-14,0.0002076992755398449,2.7666925733520163e-16,2.2683246416531662e-17
425,3318.9440000000004,0.17335008972266813,2.5290206083979197e-14,0.00020545222046630736,2.7409598353912115e-16,2.250309825246595e-17
426,3320.8720000000003,0.17354552344598645,2.4975329902105602e-14,0.0002032425484917413,2.715596881340805e-16,2.232517669496439e-17
427,3322.801,0.1737413197819299,2.4666135438756388e-14,0.00020106719285127898,2.690570852245821e-16,2.214926363493777e-17
428,3324.7290000000003,0.17393727523171848,2.4362799739860558e-14,0.00019892765548637972,2.6659013002077454e-16,2.1975508595279604e-17
429,3326.657,0.17413349075373377,2.4065021925751407e-14,0.00019682206630292472,2.6415689143400783e-16,2.1803787629309775e-17
430,3328.586,0.17433006786557936,2.3772516870748293e-14,0.0001947486449362565,2.61755522470362e-16,2.1633981636181828e-17
431,3330.514,0.17452680231769835,2.3485456980969352e-14,0.0001927088454948882,2.593879157691756e-16,2.1466235681858503e-17
432,3332.4429999999998,0.17472389777246655,2.3203417444379347e-14,0.00019069987399880766,2.5705103116441916e-16,2.130034534132433e-17
433,3334.3720000000003,0.17492125185506455,2.2926425211016244e-14,0.0001887221360702099,2.5474553369141294e-16,2.1136368284104608e-17
434,3336.3,0.1751187616717358,2.2654500413245954e-14,0.00018677598956532847,2.524720359847072e-16,2.097435878223835e-17
435,3338.2290000000003,0.17531663174109088,2.238724489286525e-14,0.0001848587886806875,2.5022763356210527e-16,2.0814120071002092e-17
436,3340.157,0.17551465655955178,2.212482313817467e-14,0.00018297191060094202,2.4801411974258907e-16,2.0655790145410027e-17
437,3342.085,0.17571293830218565,2.186698608551711e-14,0.00018111375888775307,2.458298014521142e-16,2.0499257860761547e-17
438,3344.014,0.17591157969248203,2.161349734819749e-14,0.00017928281172705245,2.436730575931822e-16,2.0344416322059813e-17
439,3345.942,0.17611037447308775,2.1364516631548962e-14,0.0001774804019190571,2.4154562477955213e-16,2.0191399486889346e-17
440,3347.8709999999996,0.17630952857223312,2.1119685422564908e-14,0.0001757041079474349,2.394448070871966e-16,2.0040022519276097e-17
441,3349.8,0.1765089386705375,2.0879036560720534e-14,0.00017395433346238803,2.3737123651212485e-16,1.9890339604787655e-17
442,3351.728,0.17670850093144172,2.064259696589045e-14,0.0001722314404278551,2.3532549881698907e-16,1.9742401891242446e-17
443,3353.656,0.17690831841419125,2.0410148943054848e-14,0.00017053400364017257,2.333060543136785e-16,1.959610669369733e-17
444,3355.585,0.17710849472043602,2.018148565032347e-14,0.00016886066324703401,2.313114276166893e-16,1.9451355189383218e-17
445,3357.513,0.17730882208191004,1.995675731353324e-14,0.00016721266734671453,2.293432480769177e-16,1.9308273692306287e-17
446,3359.442,0.17750950809489424,1.9735646301228788e-14,0.00016558783104389033,2.2739904427924277e-16,1.9166690430326138e-17
447,3361.37,0.17771034448652318,1.9518299732633215e-14,0.0001639873754151998,2.2548041156930974e-16,1.902672929132374e-17
448,3363.2990000000004,0.1779115394043303,1.930441220515944e-14,0.00016240918749247765,2.2358494775602547e-16,1.888822258065476e-17
449,3365.228,0.17811298856811467,1.9094019591535247e-14,0.00016085366133962662,2.2171325081481814e-16,1.8751221182445128e-17
450,3367.156,0.1783145871813446,1.888715262096236e-14,0.0001593211545418624,2.1986587780720417e-16,1.861577325748811e-17
451,3369.0840000000003,0.17851643945374113,1.8683627784139966e-14,0.00015781043415480806,2.180414659530716e-16,1.8481786106951223e-17
452,3371.013,0.17871865013158283,1.848327047669387e-14,0.00015632032236348854,2.1623870807335542e-16,1.8349170443986297e-17
