,Temperature,Area0,Area1,Peak0,Peak1
0,50.0,5.551115123125783e-10,9.236875316842585,1948.3475422858878,2015.9999999958375
1,100.0,5.551115123125783e-10,8.718692254827687,1949.2563888674401,2015.9999999912086
2,150.0,5.551115123125783e-10,8.285218169867825,1950.7788561404698,2015.999999995194
3,200.0,0.2027532752801875,6.984782439101167,1960.3681025160943,2015.9999996075012
4,250.0,0.44882067451457175,5.790072798994572,1960.948774197408,2015.9999999999977
