,Wavenumber (cm-1),Best fit (AU),pseudo-voigt component 0 (AU),pseudo-voigt component 1 (AU)
40,1876.4279999999999,0.11785327132362224,4.039425267817731e-07,2.3811326874538e-09
41,1878.356,0.11785682902866944,6.171814771447741e-07,2.4981314820237767e-09
42,1880.285,0.11786049358830566,9.354044886619426e-07,2.6560597397868485e-09
43,1882.213,0.1178643086425447,1.4056980507911108e-06,2.8777793090488622e-09
44,1884.142,0.1178683450696864,2.095434843191346e-06,3.1994689816193123e-09
45,1886.07,0.11787269201781994,3.0971771138406608e-06,3.676504486130012e-09
46,1887.999,0.11787748303668717,4.540918553799661e-06,4.395298189633145e-09
47,1889.9270000000001,0.11788288951037124,6.6013822334493385e-06,5.486594390984056e-09
48,1891.856,0.11788915590964076,9.519367722931901e-06,7.151756166192118e-09
49,1893.7839999999999,0.11789659545750808,1.3611267159525599e-05,9.69158702518304e-09
50,1895.713,0.11790563989099562,1.9304890129349915e-05,1.3563490954950316e-08
51,1897.641,0.11791683538002956,2.714920247131869e-05,1.9441680679954408e-08
52,1899.57,0.11793091447895004,3.787227592914171e-05,2.8338523274225295e-08
53,1901.4979999999998,0.11794878649929622,5.238542047758544e-05,4.172590555914038e-08
54,1903.4270000000001,0.117971642209633,7.187375171300859e-05,6.178636977011829e-08
55,1905.355,0.11800092593496143,9.778193600842351e-05,9.164906337508834e-08
56,1907.2839999999999,0.11803848717368515,0.00013195141902321014,1.3589610729638747e-07
57,1909.2120000000002,0.11808651053185008,0.00017656380076168943,2.010042596245608e-07
58,1911.141,0.11814773312613376,0.00023434336122749735,2.9633937379753903e-07
59,1913.069,0.11822529231277225,0.0003084178788884496,4.3495013167513683e-07
60,1914.9979999999998,0.11832303425796134,0.00040261141524717626,6.354702089433733e-07
61,1916.9260000000002,0.11844521852741352,0.000521161424880683,9.234818516441525e-07
62,1918.855,0.11859695269411807,0.0006691359347586828,1.3350598648313326e-06
63,1920.783,0.1187836691054677,0.0008519219719745488,1.9189958555355887e-06
64,1922.7120000000002,0.11901173430869906,0.0010758146709823203,2.7432311947402917e-06
65,1924.64,0.1192875907172683,0.0013471694185659027,3.898264059436343e-06
66,1926.569,0.1196186091317212,0.0016732291084958727,5.508529616202188e-06
67,1928.497,0.12001177262579847,0.002060817110571181,7.737203508554117e-06
68,1930.4260000000002,0.12047486537504451,0.002517492582829637,1.0805831437372368e-05
69,1932.354,0.12101457500069562,0.0030496607289443654,1.5000302864684807e-05
70,1934.283,0.12163813849265903,0.003664171799114719,2.0703885495547165e-05
71,1936.211,0.12235075881953807,0.004365745779026807,2.8403034343197095e-05
72,1938.14,0.12315785238390639,0.0051591516734266485,3.8741675035328e-05
73,1940.068,0.12406171901292716,0.006045889397609521,5.252319173288248e-05
74,1941.997,0.12506454467349035,0.00702709141911306,7.079761139119428e-05
75,1943.925,0.126164328569421,0.008099473577603848,9.485177065892195e-05
76,1945.854,0.12735877714796992,0.009259078176827744,0.0001263463404468445
77,1947.7820000000002,0.12864056895310721,0.01049658985098994,0.00016727870320718796
78,1949.711,0.13000222027908523,0.011801976299302899,0.00022019398118857398
79,1951.639,0.13143084309330844,0.013159351942780383,0.0002880931936661569
80,1953.568,0.1329139650032552,0.014552465054855157,0.00037475220169711605
81,1955.496,0.1344339909854047,0.015959365328464613,0.00048452976190485863
82,1957.425,0.135974828688694,0.017358541487070396,0.0006228413265791853
83,1959.3529999999998,0.13751628605354313,0.01872369552711485,0.0007957963129765795
84,1961.2820000000002,0.13904121005142514,0.020030174745864618,0.001010890921920676
85,1963.21,0.14053003124561747,0.021250167810246395,0.001276370523238193
86,1965.139,0.14196800488667388,0.02235893350162868,0.0016022281125344206
87,1967.067,0.14334005078751322,0.023330712254254773,0.0019991465421581004
88,1968.996,0.1446376298655983,0.024144169436967986,0.002479917886951503
89,1970.924,0.14585393277419753,0.024779267872311283,0.003057773451510541
90,1972.8529999999998,0.14698996494932012,0.02522134807748228,0.0037483746806723384
91,1974.781,0.14805002530807118,0.02545914317873664,0.004567290839354012
92,1976.71,0.14904672183820802,0.025487025954972976,0.0055327536622425694
93,1978.638,0.14999656887949922,0.025304277180137887,0.006662000189424885
94,1980.567,0.15092389941647627,0.024915228032882434,0.007975028752412492
95,1982.495,0.15185631060270532,0.024329821829430227,0.009489496663010074
96,1984.424,0.15282773708617953,0.023561634309921115,0.011225759354504794
97,1986.352,0.15387340086149204,0.02262969812937474,0.013200009641129438
98,1988.281,0.15503260222943566,0.021554641093861317,0.015430916542843344
99,1990.2089999999998,0.15634279060816245,0.02036167178085681,0.017930724375179126
100,1992.138,0.15784285178183122,0.019075284331814327,0.02071382130588187
101,1994.066,0.15956591884391397,0.017723232885499405,0.023785589764711935
102,1995.995,0.16154403334667228,0.016330372238520956,0.02715321303216406
103,1997.9229999999998,0.16379936752368604,0.014923383361787026,0.030812185846161227
104,1999.852,0.166351083543469,0.013524337127880606,0.03475959602727902
105,2001.78,0.1692047449498187,0.01215588230956062,0.03897836182200448
106,2003.7079999999999,0.17236027856353142,0.010835714716498973,0.04345071250375838
107,2005.6370000000002,0.17580808198630818,0.009578566474340276,0.048152311810696256
108,2007.566,0.1795246657947467,0.00839731249155496,0.05304679714874225
109,2009.494,0.18347560357168308,0.0073014545833713276,0.05809024202349822
110,2011.422,0.18762052404829518,0.006296207587548461,0.06323705859048213
111,2013.351,0.19191025230879422,0.005384099763956491,0.06843554193593684
112,2015.28,0.19628305430832854,0.0045660850950958315,0.07362300577050446
113,2017.2079999999999,0.20067028539627324,0.003840711170831949,0.07873225959188605
114,2019.136,0.20500281603763465,0.0032039067939174993,0.08369824332423707
115,2021.065,0.20920811989387664,0.0026503610373529544,0.08845373981772539
116,2022.994,0.21320783767796997,0.0021743379490850577,0.09292612747556649
117,2024.922,0.21692476614691442,0.0017692665549926307,0.09704477576727022
118,2026.85,0.22028857654128778,0.00142777596663642,0.10074672508355795
119,2028.779,0.22323298744778888,0.001142552953487002,0.10397300550316513
120,2030.7079999999999,0.22569501791076518,0.0009067539362827582,0.10666748138808958
121,2032.636,0.2276210176369781,0.0007137633534869867,0.1087831197452157
122,2034.5639999999999,0.2289694398010948,0.0005572109216461848,0.11028474229417125
123,2036.493,0.22970845799353495,0.000431347211825317,0.11114627031562048
124,2038.422,0.2298168659953178,0.00033115492043339504,0.11135151663276002
125,2040.35,0.22928696062123188,0.00025217067660168155,0.11089724317003063
126,2042.2779999999998,0.22812311716522743,0.00019044015757523636,0.10979177780544727
127,2044.207,0.22634042532188847,0.0001426123091637878,0.10805355954889641
128,2046.135,0.223968318299627,0.00010593031109434641,0.10571478190678106
129,2048.064,0.2210424194380224,7.802149720625855e-05,0.10281343740701919
130,2049.992,0.21761307784822048,5.7000255584805215e-05,0.09940176425058672
131,2051.9210000000003,0.21373190263495684,4.129204460371757e-05,0.09553294260582597
132,2053.849,0.209464241741538,2.9670727712208827e-05,0.09127355003070715
133,2055.778,0.20487150495300016,2.1140406567808328e-05,0.08668598873039186
134,2057.7070000000003,0.20002437125826358,1.4938098363913389e-05,0.08184170241568678
135,2059.635,0.19499498041251828,1.047020349555156e-05,0.0768134261806641
136,2061.563,0.18984951573357106,7.278057919112003e-06,0.0716678002679904
137,2063.492,0.18465161013687412,5.016395268812262e-06,0.0664688011201022
138,2065.42,0.1794693175155973,3.4296627905753648e-06,0.061284741661628714
139,2067.349,0.17435509492968754,2.3250013870567527e-06,0.05616826833280488
140,2069.277,0.16936621870044574,1.5634434440157287e-06,0.05117679990144847
141,2071.206,0.16454299698370714,1.0424362921251164e-06,0.046350743597057244
142,2073.135,0.15992657098450094,6.893086242856759e-07,0.041731315035442154
143,2075.063,0.15555045881085314,4.5213764616804203e-07,0.03735208598709581
144,2076.991,0.15143629540946862,2.941224689924387e-07,0.033234726460032955
145,2078.92,0.14759928157996496,1.897084409732135e-07,0.02939446106874657
146,2080.848,0.1440539274304674,1.2137897793678788e-07,0.02584582091744134
147,2082.777,0.14080102313943185,7.700119776352739e-08,0.0225896048378559
148,2084.705,0.13784297010934612,4.8456672635860086e-08,0.01962822583059862
149,2086.634,0.13517099262638374,3.0234524734581256e-08,0.016952910212923923
150,2088.563,0.13277699902637535,1.870895564876942e-08,0.014555571686330544
151,2090.491,0.13064908824116694,1.1484276796175487e-08,0.012424313318420428
152,2092.419,0.12877053741475714,6.991306376851906e-09,0.010542412082399966
153,2094.348,0.1271233481063845,4.21986926474872e-09,0.008891868807511477
154,2096.276,0.12569087291522082,2.5266958477970202e-09,0.007456040216481772
155,2098.205,0.12445268923555625,1.4999928228140522e-09,0.006214500635004637
156,2100.133,0.12339109053561967,8.833695778962042e-10,0.005149547268182642
157,2102.062,0.1224863270333126,5.157915292176734e-10,0.004241427014364595
158,2103.99,0.12172139655485222,2.9876295780744897e-10,0.0034731412789440917
159,2105.919,0.12107851204260721,1.715750245585072e-10,0.0028268995842137996
160,2107.847,0.12054250706144817,9.774755475548429e-11,0.00228753901240266
161,2109.776,0.12009825623021644,5.521140179134463e-11,0.0018399307234387863
162,2111.7039999999997,0.11973300200216375,3.093712082184797e-11,0.0014713206646791727
163,2113.633,0.11943449910082429,1.718693038935609e-11,0.0011694600862157247
164,2115.561,0.1191925378932825,9.47215345476279e-12,0.000924142840895036
165,2117.49,0.11899762888541957,5.17562382092964e-12,0.0007258759558377514
166,2119.4179999999997,0.11884195389975086,2.805513733229365e-12,0.000566844736522169
167,2121.347,0.1187184471878558,1.5077242904755567e-12,0.0004399799538065179
168,2123.275,0.11862135737347675,8.038424174358382e-13,0.00033953371358023813
169,2125.2039999999997,0.11854561583515097,4.2488951418617723e-13,0.00026043391287670177
170,2127.132,0.11848714637827756,2.228046778499849e-13,0.0001986078391093653
171,2129.061,0.1184424389615,1.158310470861643e-13,0.00015054196903285615
172,2130.989,0.11840870425447746,5.974101830839179e-14,0.00011345045441467576
173,2132.9179999999997,0.11838359216949257,3.054702832252543e-14,8.497972539309001e-05
174,2134.846,0.11836525659339805,1.5495875603304104e-14,6.3287151095318e-05
175,2136.775,0.11835217453932018,7.793068066972177e-15,4.684626228843555e-05
176,2138.703,0.11834316251605985,3.888264524785228e-15,3.4477050236337045e-05
177,2140.632,0.11833726445576519,1.923293188205882e-15,2.5219964525266588e-05
178,2142.56,0.1183337444766643,9.43834242179734e-16,1.8342606041518776e-05
179,2144.489,0.11833202096239008,4.591856878310673e-16,1.325987565696558e-05
180,2146.417,0.11833164947506418,2.2164248091578703e-16,9.530818348421502e-06
181,2148.346,0.11833228717924071,1.0606510882676565e-16,6.80911571097823e-06
182,2150.274,0.11833367288228656,5.036188517197758e-17,4.837058164150451e-06
183,2152.203,0.1183356109718875,2.371128203685378e-17,3.4155502369045756e-06
184,2154.131,0.11833795167501066,1.108093450014533e-17,2.3983021466768267e-06
185,2156.06,0.11834058724947111,5.138672669537282e-18,1.674088354009799e-06
186,2157.988,0.11834343351367432,2.3692871526198084e-18,1.16221071235762e-06
187,2159.917,0.11834643354345616,1.0879226497433685e-18,8.022615052827873e-07
188,2161.845,0.11834954057714828,5.005482291253e-19,5.509627102326165e-07
189,2163.774,0.11835272619135481,2.331605268293515e-19,3.76407181274452e-07
190,2165.702,0.11835596432926511,1.1249246823152622e-19,2.5602195127925006e-07
191,2167.631,0.11835924207897452,5.833902383772705e-20,1.7341116775456304e-07
192,2169.5589999999997,0.11836254450210704,3.417309333412549e-20,1.1712049604397834e-07
193,2171.488,0.11836586688387815,2.3376785603066657e-20,7.89510059663558e-08
194,2173.416,0.11836920008369241,1.85102978360774e-20,5.324634121248155e-08
195,2175.345,0.11837254359498746,1.6246550623925988e-20,3.6015595976529485e-08
196,2177.2729999999997,0.11837589121437654,1.5121413809087972e-20,2.4539820481532615e-08
197,2179.202,0.11837924453500637,1.449089174798388e-20,1.6927620105214458e-08
198,2181.13,0.11838259879972396,1.4076572484712923e-20,1.1906476672768032e-08
199,2183.0589999999997,0.11838595662031395,1.3757659186007113e-20,8.603435743126493e-09
200,2184.987,0.11838931393195709,1.3483002271732342e-20,6.438510595714468e-09
201,2186.916,0.11839267382711728,1.3230379099816097e-20,5.0192282812317534e-09
202,2188.844,0.11839603256327891,1.2990721901052987e-20,4.088103582988445e-09
203,2190.7729999999997,0.11839939345363704,1.2759771196819598e-20,3.4731967771366027e-09
204,2192.701,0.11840275290159587,1.2535991083981539e-20,3.063140362576433e-09
205,2194.63,0.11840611431905174,1.2318305043878982e-20,2.78449808205527e-09
206,2196.558,0.11840947417363848,1.210648314745172e-20,2.590329846167845e-09
207,2198.487,0.1184128359202788,1.1900012859515496e-20,2.4500279350276118e-09
