,Temperature,Area0,Area1,Peak0,Peak1
0,50.0,1.1374116776208254,7.284500276316663,1975.9999999999995,2042.4279733290857
1,100.0,1.3537420145981471,6.98870886994829,1976.0,2038.0569826575406
2,150.0,1.4672821208039366,6.633215912099644,1976.0,2035.130839219082
3,200.0,1.8696850834221124,5.980549759310172,1975.9999999999986,2034.0
4,250.0,2.3341112537211828,5.232348046502189,1976.0,2034.0
