,Wavenumber (cm-1),Best fit (AU),pseudo-voigt component 0 (AU),pseudo-voigt component 1 (AU)
182,2150.274,0.08801219365454752,2.536711076280227e-12,8.922022673178867e-07
183,2152.203,0.08801289975802143,1.507095261473845e-12,6.084058980348382e-07
184,2154.131,0.08801369332465156,8.905133672103095e-13,4.125743146657446e-07
185,2156.06,0.08801454885404439,5.230380077639844e-13,2.7818094012427566e-07
186,2157.988,0.08801544673859156,3.0553350495498677e-13,1.8664462397335388e-07
187,2159.917,0.08801637467454779,1.7740882203297234e-13,1.246353109429928e-07
188,2161.845,0.08801732242329897,1.0245365378995737e-13,8.294080501127128e-08
189,2163.774,0.08801828450385488,5.881238132346828e-14,5.505374418150671e-08
190,2165.702,0.08801925545278567,3.357763189885327e-14,3.653711637527313e-08
191,2167.631,0.08802023320959054,1.9055509961812462e-14,2.430401181882979e-08
192,2169.5589999999997,0.08802121467112574,1.0755694799024665e-14,1.6277719274358956e-08
193,2171.488,0.08802219944050937,6.034643377106661e-15,1.1034919647746862e-08
194,2173.416,0.08802318554651332,3.3676747550245045e-15,7.63083746441698e-09
195,2175.345,0.08802417337755765,1.868225231989606e-15,5.427430763915884e-09
196,2177.2729999999997,0.08802516148929082,1.0309718630526532e-15,4.006822743998721e-09
197,2179.202,0.08802615063004735,5.656850065441831e-16,3.090862158087368e-09
198,2181.13,0.0880271395935953,3.0888185502327935e-16,2.499814590272261e-09
199,2183.0589999999997,0.08802812928848106,1.67814298398681e-16,2.1157174019061168e-09
200,2184.987,0.0880291186129911,9.085126182530798e-17,1.8633774831099826e-09
201,2186.916,0.0880301085449638,4.905786367103059e-17,1.6941011143652107e-09
202,2188.844,0.08803109802724951,2.651539740268605e-17,1.5772820411385034e-09
203,2190.7729999999997,0.08803208806681842,1.441109164478343e-17,1.4933353059592921e-09
204,2192.701,0.08803307762497836,7.953329838490071e-18,1.4301352129772227e-09
205,2194.63,0.08803406772061426,4.521528385737386e-18,1.3799884153900636e-09
206,2196.558,0.08803505732245717,2.707524917514025e-18,1.3382155514313676e-09
207,2198.487,0.08803604745414022,1.750465998550955e-18,1.3018483563734656e-09
