,Wavenumber (cm-1),Best fit (AU),pseudo-voigt component 0 (AU),pseudo-voigt component 1 (AU)
40,1876.4279999999999,0.09742268384465863,3.9571209722140495e-06,4.5807579058490054e-10
41,1878.356,0.0974251347286101,5.586282147876041e-06,5.65824750354154e-10
42,1880.285,0.0974282052127445,7.834548721656429e-06,7.352748759526202e-10
43,1882.213,0.09743210445993679,1.0911900211804327e-05,1.0020877422445228e-09
44,1884.142,0.09743711345587908,1.5098413904714608e-05,1.4223569244506058e-09
45,1886.07,0.09744358459650904,2.074725224816281e-05,2.081891540122147e-09
46,1887.999,0.09745198293684862,2.8322484686158793e-05,3.1139429595907363e-09
47,1889.9270000000001,0.09746288126058587,3.839754617004084e-05,4.719581584577423e-09
48,1891.856,0.09747702299728143,5.171470564631483e-05,7.207080527684278e-09
49,1893.7839999999999,0.09749530558398645,6.917179376912598e-05,1.1035184834839954e-08
50,1895.713,0.09751887528699626,9.191353007454471e-05,1.6898298489171158e-08
51,1897.641,0.09754908579104175,0.00012129343276613289,2.581531114370808e-08
52,1899.57,0.09758763909715246,0.00015901112779487603,3.930893169623515e-08
53,1901.4979999999998,0.09763649752693863,0.00020702758655889356,5.9581749028199996e-08
54,1903.4270000000001,0.09769809012535263,0.0002677677517728013,8.988361682901928e-08
55,1905.355,0.09777514421381693,0.0003439551638477766,1.3484793751633808e-07
56,1907.2839999999999,0.09787098376463281,0.00043890619335471714,2.0122404302421537e-07
57,1909.2120000000002,0.09798923133548096,0.0005562347678017171,2.984945115070341e-07
58,1911.141,0.09813423424885602,0.0007002737206650314,4.4029594847304854e-07
59,1913.069,0.09831057005308423,0.0008755825771270397,6.4550391771647e-07
60,1914.9979999999998,0.09852364854536921,0.0010875434849211393,9.40915462242447e-07
61,1916.9260000000002,0.09877893575396388,0.0013415867910798911,1.3630642366903382e-06
62,1918.855,0.09908279509508991,0.0016440238588178247,1.963150806601301e-06
63,1920.783,0.09944132932336917,0.0020008895628823367,2.8099074951396827e-06
64,1922.7120000000002,0.09986154190881183,0.002419091433034943,3.998422094953585e-06
65,1924.64,0.10034968744451199,0.0029047592720612436,5.654337377574502e-06
66,1926.569,0.10091285296662958,0.0034648076820163807,7.949234977498982e-06
67,1928.497,0.10155670924007004,0.004104685215674895,1.1106179503030748e-05
68,1930.4260000000002,0.10228762789638807,0.004830461960488683,1.5425862572203882e-05
69,1932.354,0.10310974248705815,0.005645887890752674,2.129271385642016e-05
70,1934.283,0.1040277259210764,0.006555123553658792,2.9218242660721477e-05
71,1936.211,0.1050431030113442,0.007559051877965986,3.984518563376477e-05
72,1938.14,0.10615780741956077,0.008658761549733713,5.401766590180696e-05
73,1940.068,0.10736973556923748,0.009851108088953436,7.277743950531102e-05
74,1941.997,0.10867717675346675,0.011133029520616155,9.747492201782198e-05
75,1943.925,0.11007365719797413,0.012496417468952909,0.00012974556746881173
76,1945.854,0.11155328663873469,0.013933288319877973,0.00017168187337682065
77,1947.7820000000002,0.11310500309997716,0.015430096740707626,0.00022576804920361218
78,1949.711,0.11471880378205396,0.016973701875386337,0.00029514129880049375
79,1951.639,0.11637955559332466,0.018545325282801887,0.000383447824203023
80,1953.568,0.11807398351960646,0.020127146078551077,0.0004952326430604851
81,1955.496,0.1197842484633654,0.021696163456111327,0.0006356583169397
82,1957.425,0.12149546546781911,0.023231139349441588,0.0008110771025138475
83,1959.3529999999998,0.12318926003963578,0.024706664376390904,0.0010285247411946097
84,1961.2820000000002,0.12485150096320657,0.02610005988426641,0.0012965478174662111
85,1963.21,0.12646602383515518,0.027385960023137017,0.001624348630490317
86,1965.139,0.12802221110508064,0.02854270837756663,0.002022965192687831
87,1967.067,0.12950901697132888,0.029547756179804895,0.0025039013227763393
88,1968.996,0.13092203121663543,0.03038306197518348,0.003080787405531109
89,1970.924,0.1322578583471027,0.031031568389920914,0.0037672861734717104
90,1972.8529999999998,0.13352037460326566,0.03148114946734473,0.004579398971162559
91,1974.781,0.1347154165854927,0.03172237014228139,0.005532398316795628
92,1976.71,0.13585608271126787,0.03175062698274006,0.006643985207188553
93,1978.638,0.13695758633355065,0.03156532120249809,0.007929972634187757
94,1980.567,0.1380416487559773,0.031169993582153,0.009408540268160294
95,1982.495,0.1391312843739511,0.030572959454644208,0.011094388024248857
96,1984.424,0.14025455244374574,0.02978542508742399,0.013004368038588744
97,1986.352,0.14143898198912722,0.028823547445262537,0.01514985322286892
98,1988.281,0.14271515394297532,0.02770470785766485,0.01754404232776366
99,1990.2089999999998,0.14411045400747333,0.026450876209776483,0.02019235202301831
100,1992.138,0.14565310269380805,0.025083378406455432,0.023101676062246786
101,1994.066,0.14736495335081815,0.02362736978169623,0.026268713313015186
102,1995.995,0.14926663779510752,0.022105541992705965,0.02969140308199099
103,1997.9229999999998,0.1513692069429974,0.020543449850601192,0.03335524232711535
104,1999.852,0.1536809905994329,0.01896264819471911,0.03724700516125238
105,2001.78,0.15619800534022,0.017386575740398053,0.04133927029762055
106,2003.7079999999999,0.1589114789985406,0.015834389189460472,0.045604108441205604
107,2005.6370000000002,0.16180439106943018,0.01432311305770474,0.05000747414485659
108,2007.566,0.1648481255723903,0.012868937045251827,0.054504562154334926
109,2009.494,0.1680054125570657,0.011485329678168467,0.05904463441961365
110,2011.422,0.17123454436886876,0.010181609697726069,0.06357666411844574
111,2013.351,0.17448721213204674,0.008964626383560508,0.06804549266904007
112,2015.28,0.1777061672684865,0.007840018641594095,0.07238823301375641
113,2017.2079999999999,0.18083019388130905,0.006810885909739946,0.07654057024421211
114,2019.136,0.18379906932459317,0.005877089505954281,0.08044241997012733
115,2021.065,0.18655168021725121,0.005036834709722821,0.08403446310451183
116,2022.994,0.1890251688181849,0.004287678809835899,0.08725628504388654
117,2024.922,0.19116041419891816,0.0036257217809727996,0.09005266531152001
118,2026.85,0.1929056971360194,0.0030453617988025735,0.09237748608189476
119,2028.779,0.19421507818828504,0.0025404692032671788,0.09419093714743405
120,2030.7079999999999,0.19504900771087935,0.002105029202185638,0.095459484081907
121,2032.636,0.19537812358971907,0.0017326708788081445,0.0961601361144185
122,2034.5639999999999,0.19518377517932128,0.0014165966710064,0.09628103973518269
123,2036.493,0.19445685021674866,0.0011502729329016161,0.0958196159006954
124,2038.422,0.19319952802859117,0.0009277366970557901,0.09478400733142289
125,2040.35,0.19142574914544763,0.0007433073161483793,0.09319383563173726
126,2042.2779999999998,0.1891580327581585,0.0005915402066004256,0.09107706414961234
127,2044.207,0.18642724597573795,0.0004675398110864109,0.08846945512492772
128,2046.135,0.18327692595141853,0.00036709402733510477,0.08541875866610345
129,2048.064,0.1797515451122076,0.0002862539375047402,0.08197339526506515
130,2049.992,0.1759080061761094,0.00022174459922751538,0.07819354343511548
131,2051.9210000000003,0.17179958130404077,0.00017059528513219802,0.07413544521160449
132,2053.849,0.1674901091201481,0.00013038014694175993,0.06986536591990072
133,2055.778,0.16303550185730115,9.896127033597358e-05,0.06544135485424175
134,2057.7070000000003,0.15849759144568656,7.46084827946285e-05,0.060926974543808785
135,2059.635,0.15393621441831937,5.587868556980036e-05,0.05638350504685338
136,2061.563,0.1494030117753723,4.1569647741955994e-05,0.05186378916798628
137,2063.492,0.14494522597360066,3.0712119182010974e-05,0.04741603818759581
138,2065.42,0.14061174130101423,2.254149974333092e-05,0.043089901846826636
139,2067.349,0.1364364646843692,1.6430700139460605e-05,0.038919913308725906
140,2069.277,0.13245583969097563,1.1897944892251258e-05,0.03494299876908439
141,2071.206,0.12869145351067265,8.556280978579578e-06,0.031181131517754413
142,2073.135,0.12516477598309003,6.111773824970699e-06,0.027656075755442325
143,2075.063,0.12189064377016962,4.3370725650861744e-06,0.02438289592147373
144,2076.991,0.11887459417594219,3.057020086711523e-06,0.021367304050481293
145,2078.92,0.11611744143244736,2.139887894199421e-06,0.018610245676475456
146,2080.848,0.1136195580145605,1.4881115447194615e-06,0.016112191691820245
147,2082.777,0.11137184957596821,1.0277039785058372e-06,0.013864120884208875
148,2084.705,0.10936681478467157,7.051075454954026e-07,0.011858586332352709
149,2086.634,0.10758988138577603,4.804273646227374e-07,0.010081054823170737
150,2088.563,0.10602765855046407,3.2513914703768337e-07,0.00851816447866619
151,2090.491,0.10466493628941141,2.1861004699185227e-07,0.007154726368906742
152,2092.419,0.10348419680013199,1.4599674138951148e-07,0.005973237108190278
153,2094.348,0.10246798667564486,9.68267113176827e-08,0.004956253335501225
154,2096.276,0.10160049832788416,6.379859089950613e-08,0.004087975617242905
155,2098.205,0.10086442347558033,4.174485221974511e-08,0.0033510999865630563
156,2100.133,0.10024487074084946,2.7136991178960794e-08,0.0027307394471995524
157,2102.062,0.09972648404283073,1.7518356381618756e-08,0.0022115395218179294
158,2103.99,0.09929619379583074,1.1235566716343009e-08,0.0017804331312380934
159,2105.919,0.09894112213268526,7.155936348060078e-09,0.0014245426878421376
160,2107.847,0.09865043738588967,4.52804730135096e-09,0.0011330381286899515
161,2109.776,0.09841385264707622,2.8452619975829005e-09,0.0008956321988975421
162,2111.7039999999997,0.09822282174715337,1.7762725717445156e-09,0.0007037799138421715
163,2113.633,0.09806947760379182,1.1011861498169216e-09,0.0005496135579191156
164,2115.561,0.0979473665453955,6.782517877273477e-10,0.00042668045445864886
165,2117.49,0.09785070791653414,4.1484121757091433e-10,0.00032919918747606887
166,2119.4179999999997,0.09777481993157483,2.520896221895546e-10,0.00025248888339301205
167,2121.347,0.09771561089138446,1.5211979904237135e-10,0.00019245702775654808
168,2123.275,0.0976698092187202,9.120143478126669e-11,0.00014583292025830671
169,2125.2039999999997,0.09763461951502528,5.4296554218790174e-11,0.00010982032416800905
170,2127.132,0.09760783514957196,3.211671056806926e-11,8.221347126489402e-05
171,2129.061,0.09758761003496406,1.8864334126057502e-11,6.116542672452704e-05
172,2130.989,0.09757250529811766,1.1008879837103977e-11,4.5238174226455294e-05
173,2132.9179999999997,0.09756134105421695,6.379598977641362e-12,3.325097788533896e-05
174,2134.846,0.09755320906557689,3.6731435227750965e-12,2.4296454566888304e-05
175,2136.775,0.09754737886597328,2.1000419999897923e-12,1.764328558164711e-05
176,2138.703,0.09754329488001,1.1929311513515997e-12,1.2736749262621461e-05
177,2140.632,0.09754051875625891,6.728919308370305e-13,9.13764119157769e-06
178,2142.56,0.09753872080937892,3.7711659464014016e-13,6.517129466305119e-06
179,2144.489,0.09753764595859338,2.098676601904344e-13,4.619280122495403e-06
180,2146.417,0.09753710421013001,1.160429895273208e-13,3.2549527334428552e-06
181,2148.346,0.09753695162687759,6.371313550412431e-14,2.2793569220915096e-06
182,2150.274,0.09753708173287606,3.4757289475343553e-14,1.5868700513391839e-06
183,2152.203,0.09753741581772664,1.8827689592540203e-14,1.0979284205701708e-06
184,2154.131,0.09753789573458684,1.0133491167906063e-14,7.552385123917142e-07
185,2156.06,0.09753847985161522,5.415696085162071e-15,5.163151620054561e-07
186,2157.988,0.09753913711501229,2.8758560048483554e-15,3.509579053944435e-07
187,2159.917,0.09753984632519068,1.516411567622041e-15,2.3711381520946067e-07
188,2161.845,0.09754059115343643,7.945131771850113e-16,1.593075260518814e-07
189,2163.774,0.09754136132191589,4.133756794217518e-16,1.0640784925469228e-07
190,2165.702,0.0975421482659795,2.137349568365612e-16,7.070349786444062e-08
191,2167.631,0.09754294737404291,1.0976399667789426e-16,4.6729517813522594e-08
192,2169.5589999999997,0.09754375405511638,5.604329376234494e-17,3.074829626273467e-08
193,2171.488,0.0975445665521613,2.844537507861736e-17,2.0149410485141812e-08
194,2173.416,0.0975453822491929,1.437866506361993e-17,1.317026694496374e-08
195,2175.345,0.0975462007861844,7.249427431626258e-18,8.597440311918504e-09
196,2177.2729999999997,0.09754702050082477,3.66409587604223e-18,5.622025240996193e-09
197,2179.202,0.09754784169751338,1.870776684166083e-18,3.6950080869337995e-09
198,2181.13,0.09754866316148805,9.802792089059455e-19,2.455046780641168e-09
199,2183.0589999999997,0.0975494855043486,5.400553818343384e-19,1.660313694014342e-09
200,2184.987,0.09755030771551766,3.235793425345405e-19,1.1536659775997283e-09
201,2186.916,0.09755113054471598,2.1718511773476645e-19,8.313825737097478e-10
202,2188.844,0.09755195307195194,1.6476208177670917e-19,6.269207251026802e-10
203,2190.7729999999997,0.09755277610735409,1.3854815740017746e-19,4.969528183757522e-10
204,2192.701,0.09755359877001751,1.2502907857386507e-19,4.140371921291834e-10
205,2194.63,0.09755442189577923,1.176091981831222e-19,3.605402968610258e-10
206,2196.558,0.09755524462013855,1.1312362770574658e-19,3.2543906702344367e-10
207,2198.487,0.09755606778958449,1.1004648853923111e-19,3.0173757948494426e-10
