,Wavenumber (cm-1),Best fit (AU),pseudo-voigt component 0 (AU),pseudo-voigt component 1 (AU)
0,1799.2879999999998,0.09738585896357342,1.59975752322168e-14,1.37667214937032e-10
1,1801.2160000000001,0.09738668030366922,2.957593033586391e-14,1.3992167762158104e-10
2,1803.145,0.0973875020767705,5.432902936758031e-14,1.4223288980666265e-10
3,1805.0729999999999,0.09738832343086815,9.909700108435328e-14,1.4460028505630872e-10
4,1807.0020000000002,0.09738914521800687,1.7959517170535406e-13,1.4702822587751777e-10
5,1808.93,0.0973899665861819,3.231964012102682e-13,1.4951617964466033e-10
6,1810.859,0.0973907883874848,5.778840699607825e-13,1.5206879660223091e-10
7,1812.787,0.09739160976995134,1.026019406955824e-12,1.5468558561301568e-10
8,1814.7160000000001,0.09739243158578231,1.809962923967629e-12,1.5737151013447786e-10
9,1816.644,0.09739325298315757,3.1704976342506045e-12,1.6012612949675848e-10
10,1818.5729999999999,0.09739407481456053,5.517996018592894e-12,1.6295474881249083e-10
11,1820.501,0.09739489622859988,9.536346252922286e-12,1.6585698858570199e-10
12,1822.43,0.09739571807851267,1.637479195232727e-11,1.6883852779877522e-10
13,1824.358,0.09739653951409631,2.7920248812567187e-11,1.7189906160378396e-10
14,1826.287,0.0973973613905798,4.7299101252260856e-11,1.7504468077493486e-10
15,1828.215,0.09739818286091613,7.956814692374327e-11,1.7827517438476694e-10
16,1830.144,0.09739900478548344,1.3298806637676392e-10,1.815970941929149e-10
17,1832.0720000000001,0.09739982632532489,2.2072010166875987e-10,1.8501035772638254e-10
18,1834.001,0.09740064835376987,3.639612415803333e-10,1.8852205534299113e-10
19,1835.9289999999999,0.09740147005194852,5.959738638317798e-10,1.9213231267029705e-10
20,1837.858,0.0974022923248228,9.69572495738126e-10,1.9584891807547572e-10
21,1839.786,0.09740311440186253,1.56637312829779e-09,1.9967242291948646e-10
22,1841.715,0.09740393726298716,2.5141322515585156e-09,2.0361171866785524e-10
23,1843.6429999999998,0.09740476025043246,4.0072451913564295e-09,2.076684205577017e-10
24,1845.5720000000001,0.09740558451635288,6.3456868133085085e-09,2.1185366578043507e-10
25,1847.5,0.09740640965794278,9.978822359114362e-09,2.1617202963153336e-10
26,1849.4289999999999,0.09740723721095498,1.5590205198487896e-08,2.2064021369332261e-10
27,1851.3570000000002,0.09740806733112063,2.4187743205395992e-08,2.2527132391531454e-10
28,1853.286,0.09740890238196281,3.728273049211591e-08,2.300972150572543e-10
29,1855.214,0.09740974370433676,5.706818882018508e-08,2.3515554940116153e-10
30,1857.1429999999998,0.09741059539173104,8.678532099869377e-08,2.405205258552953e-10
31,1859.0710000000001,0.09741146121952132,1.3106161417509755e-07,2.462993430304423e-10
32,1861.0,0.09741234878108926,1.9663803220193136e-07,2.526838295642171e-10
33,1862.9279999999999,0.09741326669103516,2.9298110868522717e-07,2.5997370785285184e-10
34,1864.8570000000002,0.09741422939331858,4.336820502829398e-07,2.6868155366357536e-10
35,1866.785,0.09741525480478111,6.375091263624516e-07,2.7962698689289623e-10
36,1868.714,0.0974163703346655,9.310179581747483e-07,2.941768491667298e-10
37,1870.642,0.09741761117961024,1.350255258372977e-06,3.145186675533015e-10
38,1872.5710000000001,0.09741902845704396,1.9454826017365326e-06,3.4423725076907293e-10
39,1874.499,0.09742068835629787,2.783735903173917e-06,3.8902505561949903e-10
