,Wavenumber (cm-1),Best fit (AU),pseudo-voigt component 0 (AU),pseudo-voigt component 1 (AU)
0,1799.2879999999998,0.1381720005164978,1.680277642044456e-17,1.6988045115272008e-09
1,1801.2160000000001,0.13817640846986445,3.5726617109708006e-17,1.7256835848068026e-09
2,1803.145,0.13818081885088426,7.53848936134111e-17,1.7532169644483471e-09
3,1805.0729999999999,0.13818522708686987,1.5771165222063194e-16,1.781396480956636e-09
4,1807.0020000000002,0.1381896377507059,3.273673778384902e-16,1.8102725713945827e-09
5,1808.93,0.13819404626941334,6.736857651714826e-16,1.8398373396749487e-09
6,1810.859,0.13819845721617216,1.375462113456279e-15,1.8701444068740943e-09
7,1812.787,0.13820286601771212,2.784099864801041e-15,1.90118622388984e-09
8,1814.7160000000001,0.13820727724750878,5.59090523183558e-15,1.9330198655924017e-09
9,1816.644,0.13821168633200173,1.1130789005206339e-14,1.96563821513216e-09
10,1818.5729999999999,0.13821609784496397,2.1984982879546655e-14,1.9991020994916343e-09
11,1820.501,0.13822050721254714,4.3050284152921245e-14,2.0334049328764985e-09
12,1822.43,0.13822491900882708,8.363311726594863e-14,2.0686116248604923e-09
13,1824.358,0.1382293286596766,1.6107712056025686e-13,2.104716235220239e-09
14,1826.287,0.13823374073949107,3.077783058111529e-13,2.141788122960268e-09
15,1828.215,0.13823815067389394,5.830410868893803e-13,2.179822126291219e-09
16,1830.144,0.13824256303765398,1.0957340104378035e-12,2.218892461842641e-09
17,1832.0720000000001,0.13824697325624008,2.0416056290536678e-12,2.258994900866431e-09
18,1834.001,0.13825138590496241,3.773806744316759e-12,2.300208973504159e-09
19,1835.9289999999999,0.138255796409427,6.9159511721593964e-12,2.3425315654567476e-09
20,1837.858,0.1382602093459943,1.2573654915063372e-11,2.3860480332684493e-09
21,1839.786,0.1382646201412733,2.266414534313769e-11,2.4307565948291146e-09
22,1841.715,0.13826903337415736,4.0527590171576e-11,2.476749020349669e-09
23,1843.6429999999998,0.13827344447473502,7.185121846759841e-11,2.524025136899396e-09
24,1845.5720000000001,0.1382778580285947,1.2637098971019256e-10,2.572683831349642e-09
25,1847.5,0.13828226947612257,2.2036178936621658e-10,2.6227269402808565e-09
26,1849.4289999999999,0.13828668342084605,3.8119865080818707e-10,2.674261400315203e-09
27,1851.3570000000002,0.13829109533150705,6.538013380039308e-10,2.7272917710633393e-09
28,1853.286,0.13829550985879394,1.1124043661864983e-09,2.78193453665277e-09
29,1855.214,0.13829992254579443,1.876560980223134e-09,2.83819857256272e-09
30,1857.1429999999998,0.13830433816336993,3.1403740257336546e-09,2.8962129574289173e-09
31,1859.0710000000001,0.13830875244151788,5.2105902228280445e-09,2.9559950181507586e-09
32,1861.0,0.138313170446547,8.576447437596051e-09,3.017693877893003e-09
33,1862.9279999999999,0.1383175883599601,1.399647009675611e-08,3.0813467682023845e-09
34,1864.8570000000002,0.13832201194750754,2.265900555271929e-08,3.1471427894511146e-09
35,1866.785,0.13832643843906145,3.637118767602355e-08,3.215171195907516e-09
