9.001119e+002,1.971545e-002
9.005940e+002,2.037421e-002
9.010761e+002,2.123674e-002
9.015582e+002,2.224508e-002
9.020403e+002,2.340907e-002
9.025225e+002,2.478325e-002
9.030046e+002,2.641387e-002
9.034867e+002,2.827853e-002
9.039688e+002,3.026088e-002
9.044509e+002,3.215326e-002
9.049330e+002,3.372801e-002
9.054152e+002,3.477050e-002
9.058973e+002,3.514951e-002
9.063794e+002,3.483264e-002
9.068615e+002,3.388492e-002
9.073436e+002,3.246079e-002
9.078257e+002,3.077445e-002
9.083079e+002,2.909605e-002
9.087900e+002,2.768268e-002
9.092721e+002,2.672606e-002
9.097542e+002,2.632349e-002
9.102363e+002,2.644433e-002
9.107184e+002,2.695432e-002
9.112006e+002,2.765241e-002
9.116827e+002,2.835704e-002
9.121648e+002,2.894964e-002
9.126469e+002,2.941965e-002
9.131290e+002,2.984554e-002
9.136111e+002,3.034370e-002
9.140933e+002,3.099186e-002
9.145754e+002,3.177650e-002
9.150575e+002,3.257592e-002
9.155396e+002,3.320235e-002
9.160217e+002,3.348013e-002
9.165038e+002,3.329371e-002
9.169860e+002,3.263997e-002
9.174681e+002,3.160962e-002
9.179502e+002,3.034963e-002
9.184323e+002,2.900437e-002
9.189144e+002,2.768748e-002
9.193965e+002,2.647842e-002
9.198787e+002,2.543250e-002
9.203608e+002,2.459933e-002
9.208429e+002,2.402888e-002
9.213250e+002,2.375221e-002
9.218071e+002,2.376394e-002
9.222892e+002,2.399842e-002
9.227714e+002,2.434672e-002
9.232535e+002,2.467795e-002
9.237356e+002,2.489383e-002
9.242177e+002,2.497412e-002
9.246998e+002,2.498241e-002
9.251819e+002,2.503523e-002
9.256641e+002,2.523931e-002
9.261462e+002,2.564271e-002
9.266283e+002,2.619874e-002
9.271104e+002,2.678643e-002
9.275925e+002,2.725342e-002
9.280746e+002,2.748994e-002
9.285568e+002,2.747204e-002
9.290389e+002,2.726337e-002
9.295210e+002,2.697724e-002
9.300031e+002,2.672469e-002
9.304852e+002,2.657108e-002
9.309673e+002,2.651202e-002
9.314495e+002,2.649849e-002
9.319316e+002,2.646930e-002
9.324137e+002,2.639556e-002
9.328958e+002,2.629100e-002
9.333779e+002,2.620325e-002
9.338600e+002,2.617749e-002
9.343422e+002,2.623482e-002
9.348243e+002,2.635486e-002
9.353064e+002,2.649409e-002
9.357885e+002,2.660871e-002
9.362706e+002,2.668463e-002
9.367527e+002,2.673910e-002
9.372349e+002,2.681089e-002
9.377170e+002,2.692125e-002
9.381991e+002,2.705562e-002
9.386812e+002,2.715367e-002
9.391633e+002,2.713786e-002
9.396454e+002,2.694723e-002
9.401276e+002,2.657601e-002
9.406097e+002,2.608318e-002
9.410918e+002,2.558096e-002
9.415739e+002,2.519591e-002
9.420560e+002,2.501350e-002
9.425381e+002,2.505769e-002
9.430203e+002,2.528111e-002
9.435024e+002,2.559393e-002
9.439845e+002,2.589410e-002
9.444666e+002,2.611027e-002
9.449487e+002,2.621680e-002
9.454308e+002,2.622465e-002
9.459130e+002,2.616394e-002
9.463951e+002,2.605672e-002
9.468772e+002,2.591046e-002
9.473593e+002,2.571839e-002
9.478414e+002,2.547354e-002
9.483235e+002,2.518380e-002
9.488057e+002,2.487657e-002
9.492878e+002,2.459119e-002
